r,coalition_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index,convention,svc_c
2,4-6-11-14,4-6-11-14,1-3-4-6-8-10-11-14,4,8,0.632,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-12-13,4-6-12-13,1-3-4-6-8-10-12-13,4,8,0.651,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-12-14,4-6-12-14,1-3-4-6-8-10-12-14,4,8,0.661,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-6-13-14,4-6-13-14,1-3-4-6-8-10-13-14,4,8,0.651,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-9-11,4-7-9-11,1-3-4-7-8-9-10-11,4,8,0.563,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-9-12,4-7-9-12,1-3-4-7-8-9-10-12,4,8,0.718,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-9-13,4-7-9-13,1-3-4-7-8-9-10-13,4,8,0.574,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-9-14,4-7-9-14,1-3-4-7-8-9-10-14,4,8,0.718,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-11-12,4-7-11-12,1-3-4-7-8-10-11-12,4,8,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-11-13,4-7-11-13,1-3-4-7-8-10-11-13,4,8,0.578,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-11-14,4-7-11-14,1-3-4-7-8-10-11-14,4,8,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-12-13,4-7-12-13,1-3-4-7-8-10-12-13,4,8,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-12-14,4-7-12-14,1-3-4-7-8-10-12-14,4,8,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-7-13-14,4-7-13-14,1-3-4-7-8-10-13-14,4,8,0.58,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-9-11-12,4-9-11-12,1-3-4-8-9-10-11-12,4,8,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-9-11-13,4-9-11-13,1-3-4-8-9-10-11-13,4,8,0.578,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-9-11-14,4-9-11-14,1-3-4-8-9-10-11-14,4,8,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-9-12-13,4-9-12-13,1-3-4-8-9-10-12-13,4,8,0.58,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-9-12-14,4-9-12-14,1-3-4-8-9-10-12-14,4,8,0.557,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-9-13-14,4-9-13-14,1-3-4-8-9-10-13-14,4,8,0.58,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-11-12-13,4-11-12-13,1-3-4-8-10-11-12-13,4,8,0.578,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-11-12-14,4-11-12-14,1-3-4-8-10-11-12-14,4,8,0.57,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-11-13-14,4-11-13-14,1-3-4-8-10-11-13-14,4,8,0.578,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,4-12-13-14,4-12-13-14,1-3-4-8-10-12-13-14,4,8,0.58,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-9,5-6-7-9,1-3-5-6-7-8-9-10,4,8,0.529,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-11,5-6-7-11,1-3-5-6-7-8-10-11,4,8,0.624,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-12,5-6-7-12,1-3-5-6-7-8-10-12,4,8,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-7-14,5-6-7-14,1-3-5-6-7-8-10-14,4,8,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-9-11,5-6-9-11,1-3-5-6-8-9-10-11,4,8,0.624,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-9-12,5-6-9-12,1-3-5-6-8-9-10-12,4,8,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-9-13,5-6-9-13,1-3-5-6-8-9-10-13,4,8,0.625,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-9-14,5-6-9-14,1-3-5-6-8-9-10-14,4,8,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-11-12,5-6-11-12,1-3-5-6-8-10-11-12,4,8,0.624,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-11-13,5-6-11-13,1-3-5-6-8-10-11-13,4,8,0.532,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-11-14,5-6-11-14,1-3-5-6-8-10-11-14,4,8,0.624,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-6-12-14,5-6-12-14,1-3-5-6-8-10-12-14,4,8,0.547,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-9-11,5-7-9-11,1-3-5-7-8-9-10-11,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-9-12,5-7-9-12,1-3-5-7-8-9-10-12,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-9-13,5-7-9-13,1-3-5-7-8-9-10-13,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-9-14,5-7-9-14,1-3-5-7-8-9-10-14,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-11-12,5-7-11-12,1-3-5-7-8-10-11-12,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-11-13,5-7-11-13,1-3-5-7-8-10-11-13,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-11-14,5-7-11-14,1-3-5-7-8-10-11-14,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-12-13,5-7-12-13,1-3-5-7-8-10-12-13,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-7-13-14,5-7-13-14,1-3-5-7-8-10-13-14,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-9-11-12,5-9-11-12,1-3-5-8-9-10-11-12,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-9-11-13,5-9-11-13,1-3-5-8-9-10-11-13,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-9-11-14,5-9-11-14,1-3-5-8-9-10-11-14,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-9-12-13,5-9-12-13,1-3-5-8-9-10-12-13,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-9-12-14,5-9-12-14,1-3-5-8-9-10-12-14,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-9-13-14,5-9-13-14,1-3-5-8-9-10-13-14,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-11-12-13,5-11-12-13,1-3-5-8-10-11-12-13,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-11-12-14,5-11-12-14,1-3-5-8-10-11-12-14,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-11-13-14,5-11-13-14,1-3-5-8-10-11-13-14,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,5-12-13-14,5-12-13-14,1-3-5-8-10-12-13-14,4,8,0.5,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-9-11,6-7-9-11,1-3-6-7-8-9-10-11,4,8,0.552,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-9-12,6-7-9-12,1-3-6-7-8-9-10-12,4,8,0.529,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-9-13,6-7-9-13,1-3-6-7-8-9-10-13,4,8,0.518,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-9-14,6-7-9-14,1-3-6-7-8-9-10-14,4,8,0.529,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-11-12,6-7-11-12,1-3-6-7-8-10-11-12,4,8,0.624,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
2,6-7-11-13,6-7-11-13,1-3-6-7-8-10-11-13,4,8,0.532,0,"cnot_0->1,cross_on_target,features_normal,sim_manual",1.0
