r,coalition_key,active_gate_indices,included_gate_indices_total,n_active_gates,n_total_gates,value_accuracy,data_index
3,2-4-7-9-11-12-16-18-19,2-4-7-9-11-12-16-18-19,1-2-3-4-7-8-9-10-11-12-15-16-17-18-19,9,15,0.633,1
3,2-4-7-9-11-12-16-18-19-21,2-4-7-9-11-12-16-18-19-21,1-2-3-4-7-8-9-10-11-12-15-16-17-18-19-21,10,16,0.633,1
3,2-4-7-9-11-12-16-18-21,2-4-7-9-11-12-16-18-21,1-2-3-4-7-8-9-10-11-12-15-16-17-18-21,9,15,0.633,1
3,2-4-7-9-11-14-16-18,2-4-7-9-11-14-16-18,1-2-3-4-7-8-9-10-11-14-15-16-17-18,8,14,0.633,1
3,2-4-7-9-11-14-16-18-19,2-4-7-9-11-14-16-18-19,1-2-3-4-7-8-9-10-11-14-15-16-17-18-19,9,15,0.633,1
3,2-4-7-9-11-14-16-18-19-21,2-4-7-9-11-14-16-18-19-21,1-2-3-4-7-8-9-10-11-14-15-16-17-18-19-21,10,16,0.633,1
3,2-4-7-9-11-14-16-18-21,2-4-7-9-11-14-16-18-21,1-2-3-4-7-8-9-10-11-14-15-16-17-18-21,9,15,0.633,1
3,2-4-7-9-11-16-18,2-4-7-9-11-16-18,1-2-3-4-7-8-9-10-11-15-16-17-18,7,13,0.558,1
3,2-4-7-9-11-16-18-19,2-4-7-9-11-16-18-19,1-2-3-4-7-8-9-10-11-15-16-17-18-19,8,14,0.558,1
3,2-4-7-9-11-16-18-19-21,2-4-7-9-11-16-18-19-21,1-2-3-4-7-8-9-10-11-15-16-17-18-19-21,9,15,0.558,1
3,2-4-7-9-11-16-18-21,2-4-7-9-11-16-18-21,1-2-3-4-7-8-9-10-11-15-16-17-18-21,8,14,0.558,1
3,2-4-9,2-4-9,1-2-3-4-8-9-10-15-17,3,9,0.589,1
3,2-4-9-11,2-4-9-11,1-2-3-4-8-9-10-11-15-17,4,10,0.614,1
3,2-4-9-11-12-14-16-18,2-4-9-11-12-14-16-18,1-2-3-4-8-9-10-11-12-14-15-16-17-18,8,14,0.663,1
3,2-4-9-11-12-14-16-18-19,2-4-9-11-12-14-16-18-19,1-2-3-4-8-9-10-11-12-14-15-16-17-18-19,9,15,0.663,1
3,2-4-9-11-12-14-16-18-19-21,2-4-9-11-12-14-16-18-19-21,1-2-3-4-8-9-10-11-12-14-15-16-17-18-19-21,10,16,0.663,1
3,2-4-9-11-12-14-16-18-21,2-4-9-11-12-14-16-18-21,1-2-3-4-8-9-10-11-12-14-15-16-17-18-21,9,15,0.663,1
3,2-4-9-11-12-16-18,2-4-9-11-12-16-18,1-2-3-4-8-9-10-11-12-15-16-17-18,7,13,0.597,1
3,2-4-9-11-12-16-18-19,2-4-9-11-12-16-18-19,1-2-3-4-8-9-10-11-12-15-16-17-18-19,8,14,0.597,1
3,2-4-9-11-12-16-18-19-21,2-4-9-11-12-16-18-19-21,1-2-3-4-8-9-10-11-12-15-16-17-18-19-21,9,15,0.597,1
3,2-4-9-11-12-16-18-21,2-4-9-11-12-16-18-21,1-2-3-4-8-9-10-11-12-15-16-17-18-21,8,14,0.597,1
3,2-4-9-11-13-16-18,2-4-9-11-13-16-18,1-2-3-4-8-9-10-11-13-15-16-17-18,7,13,0.568,1
3,2-4-9-11-13-16-18-20,2-4-9-11-13-16-18-20,1-2-3-4-8-9-10-11-13-15-16-17-18-20,8,14,0.58,1
3,2-4-9-11-14-16-18,2-4-9-11-14-16-18,1-2-3-4-8-9-10-11-14-15-16-17-18,7,13,0.597,1
3,2-4-9-11-14-16-18-19,2-4-9-11-14-16-18-19,1-2-3-4-8-9-10-11-14-15-16-17-18-19,8,14,0.597,1
3,2-4-9-11-14-16-18-19-21,2-4-9-11-14-16-18-19-21,1-2-3-4-8-9-10-11-14-15-16-17-18-19-21,9,15,0.597,1
3,2-4-9-11-14-16-18-21,2-4-9-11-14-16-18-21,1-2-3-4-8-9-10-11-14-15-16-17-18-21,8,14,0.597,1
3,2-4-9-11-16,2-4-9-11-16,1-2-3-4-8-9-10-11-15-16-17,5,11,0.641,1
3,2-4-9-11-16-18,2-4-9-11-16-18,1-2-3-4-8-9-10-11-15-16-17-18,6,12,0.663,1
3,2-4-9-11-16-18-19,2-4-9-11-16-18-19,1-2-3-4-8-9-10-11-15-16-17-18-19,7,13,0.663,1
3,2-4-9-11-16-18-19-21,2-4-9-11-16-18-19-21,1-2-3-4-8-9-10-11-15-16-17-18-19-21,8,14,0.663,1
3,2-4-9-11-16-18-20,2-4-9-11-16-18-20,1-2-3-4-8-9-10-11-15-16-17-18-20,7,13,0.673,1
3,2-4-9-11-16-18-21,2-4-9-11-16-18-21,1-2-3-4-8-9-10-11-15-16-17-18-21,7,13,0.663,1
3,2-4-9-11-18,2-4-9-11-18,1-2-3-4-8-9-10-11-15-17-18,5,11,0.639,1
3,2-4-9-16,2-4-9-16,1-2-3-4-8-9-10-15-16-17,4,10,0.531,1
3,2-4-9-16-18,2-4-9-16-18,1-2-3-4-8-9-10-15-16-17-18,5,11,0.62,1
3,2-4-9-18,2-4-9-18,1-2-3-4-8-9-10-15-17-18,4,10,0.63,1
3,2-4-11,2-4-11,1-2-3-4-8-10-11-15-17,3,9,0.558,1
3,2-4-11-16,2-4-11-16,1-2-3-4-8-10-11-15-16-17,4,10,0.626,1
3,2-4-11-16-18,2-4-11-16-18,1-2-3-4-8-10-11-15-16-17-18,5,11,0.655,1
3,2-4-11-18,2-4-11-18,1-2-3-4-8-10-11-15-17-18,4,10,0.566,1
3,2-4-16,2-4-16,1-2-3-4-8-10-15-16-17,3,9,0.561,1
3,2-4-16-18,2-4-16-18,1-2-3-4-8-10-15-16-17-18,4,10,0.581,1
3,2-4-18,2-4-18,1-2-3-4-8-10-15-17-18,3,9,0.58,1
3,2-5-6-7-9-11-12-13-14-16-18-19-20-21,2-5-6-7-9-11-12-13-14-16-18-19-20-21,1-2-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21,14,20,0.635,1
3,2-5-6-7-9-11-12-13-14-16-19-20-21,2-5-6-7-9-11-12-13-14-16-19-20-21,1-2-3-5-6-7-8-9-10-11-12-13-14-15-16-17-19-20-21,13,19,0.661,1
3,2-5-6-7-9-11-12-13-14-18-19-20-21,2-5-6-7-9-11-12-13-14-18-19-20-21,1-2-3-5-6-7-8-9-10-11-12-13-14-15-17-18-19-20-21,13,19,0.678,1
3,2-5-6-7-9-11-12-13-14-19-20-21,2-5-6-7-9-11-12-13-14-19-20-21,1-2-3-5-6-7-8-9-10-11-12-13-14-15-17-19-20-21,12,18,0.682,1
3,2-5-6-7-9-12-13-14-16-18-19-20-21,2-5-6-7-9-12-13-14-16-18-19-20-21,1-2-3-5-6-7-8-9-10-12-13-14-15-16-17-18-19-20-21,13,19,0.552,1
3,2-5-6-7-9-12-13-14-16-19-20-21,2-5-6-7-9-12-13-14-16-19-20-21,1-2-3-5-6-7-8-9-10-12-13-14-15-16-17-19-20-21,12,18,0.601,1
3,2-5-6-7-9-12-13-14-18-19-20-21,2-5-6-7-9-12-13-14-18-19-20-21,1-2-3-5-6-7-8-9-10-12-13-14-15-17-18-19-20-21,12,18,0.539,1
3,2-5-6-7-9-12-13-14-19-20-21,2-5-6-7-9-12-13-14-19-20-21,1-2-3-5-6-7-8-9-10-12-13-14-15-17-19-20-21,11,17,0.543,1
3,2-5-6-7-11-12-13-14-16-18-19-20-21,2-5-6-7-11-12-13-14-16-18-19-20-21,1-2-3-5-6-7-8-10-11-12-13-14-15-16-17-18-19-20-21,13,19,0.736,1
3,2-5-6-7-11-12-13-14-16-19-20-21,2-5-6-7-11-12-13-14-16-19-20-21,1-2-3-5-6-7-8-10-11-12-13-14-15-16-17-19-20-21,12,18,0.647,1
3,2-5-6-7-11-12-13-14-18-19-20-21,2-5-6-7-11-12-13-14-18-19-20-21,1-2-3-5-6-7-8-10-11-12-13-14-15-17-18-19-20-21,12,18,0.663,1
3,2-5-6-7-11-12-13-14-19-20-21,2-5-6-7-11-12-13-14-19-20-21,1-2-3-5-6-7-8-10-11-12-13-14-15-17-19-20-21,11,17,0.647,1
3,2-5-6-7-12-13-14-16-18-19-20-21,2-5-6-7-12-13-14-16-18-19-20-21,1-2-3-5-6-7-8-10-12-13-14-15-16-17-18-19-20-21,12,18,0.66,1
3,2-5-6-7-12-13-14-16-19-20-21,2-5-6-7-12-13-14-16-19-20-21,1-2-3-5-6-7-8-10-12-13-14-15-16-17-19-20-21,11,17,0.563,1
3,2-5-6-7-12-13-14-18-19-20-21,2-5-6-7-12-13-14-18-19-20-21,1-2-3-5-6-7-8-10-12-13-14-15-17-18-19-20-21,11,17,0.527,1
3,2-5-6-7-12-13-14-19-20-21,2-5-6-7-12-13-14-19-20-21,1-2-3-5-6-7-8-10-12-13-14-15-17-19-20-21,10,16,0.53,1
3,2-5-7-9-11-12-14-16-18-19-21,2-5-7-9-11-12-14-16-18-19-21,1-2-3-5-7-8-9-10-11-12-14-15-16-17-18-19-21,11,17,0.531,1
3,2-5-7-9-11-12-14-16-19-21,2-5-7-9-11-12-14-16-19-21,1-2-3-5-7-8-9-10-11-12-14-15-16-17-19-21,10,16,0.611,1
3,2-5-7-9-11-12-14-18-19-21,2-5-7-9-11-12-14-18-19-21,1-2-3-5-7-8-9-10-11-12-14-15-17-18-19-21,10,16,0.589,1
3,2-5-7-9-11-12-14-19-21,2-5-7-9-11-12-14-19-21,1-2-3-5-7-8-9-10-11-12-14-15-17-19-21,9,15,0.597,1
3,2-5-7-9-12-14-16-18-19-21,2-5-7-9-12-14-16-18-19-21,1-2-3-5-7-8-9-10-12-14-15-16-17-18-19-21,10,16,0.531,1
3,2-5-7-9-12-14-16-19-21,2-5-7-9-12-14-16-19-21,1-2-3-5-7-8-9-10-12-14-15-16-17-19-21,9,15,0.611,1
3,2-5-7-9-12-14-18-19-21,2-5-7-9-12-14-18-19-21,1-2-3-5-7-8-9-10-12-14-15-17-18-19-21,9,15,0.589,1
3,2-5-7-9-12-14-19-21,2-5-7-9-12-14-19-21,1-2-3-5-7-8-9-10-12-14-15-17-19-21,8,14,0.597,1
3,2-5-7-11-12-14-16-18-19-21,2-5-7-11-12-14-16-18-19-21,1-2-3-5-7-8-10-11-12-14-15-16-17-18-19-21,10,16,0.561,1
3,2-5-7-11-12-14-16-19-21,2-5-7-11-12-14-16-19-21,1-2-3-5-7-8-10-11-12-14-15-16-17-19-21,9,15,0.636,1
3,2-5-7-11-12-14-18-19-21,2-5-7-11-12-14-18-19-21,1-2-3-5-7-8-10-11-12-14-15-17-18-19-21,9,15,0.593,1
3,2-5-7-11-12-14-19-21,2-5-7-11-12-14-19-21,1-2-3-5-7-8-10-11-12-14-15-17-19-21,8,14,0.535,1
3,2-5-7-12-14-16-18-19-21,2-5-7-12-14-16-18-19-21,1-2-3-5-7-8-10-12-14-15-16-17-18-19-21,9,15,0.561,1
3,2-5-7-12-14-16-19-21,2-5-7-12-14-16-19-21,1-2-3-5-7-8-10-12-14-15-16-17-19-21,8,14,0.636,1
3,2-5-7-12-14-18-19-21,2-5-7-12-14-18-19-21,1-2-3-5-7-8-10-12-14-15-17-18-19-21,8,14,0.593,1
3,2-5-7-12-14-19-21,2-5-7-12-14-19-21,1-2-3-5-7-8-10-12-14-15-17-19-21,7,13,0.535,1
3,2-6-9-11-13-16-18-20,2-6-9-11-13-16-18-20,1-2-3-6-8-9-10-11-13-15-16-17-18-20,8,14,0.573,1
3,2-6-9-11-13-16-20,2-6-9-11-13-16-20,1-2-3-6-8-9-10-11-13-15-16-17-20,7,13,0.547,1
3,2-6-9-11-13-18-20,2-6-9-11-13-18-20,1-2-3-6-8-9-10-11-13-15-17-18-20,7,13,0.592,1
3,2-6-9-11-13-20,2-6-9-11-13-20,1-2-3-6-8-9-10-11-13-15-17-20,6,12,0.569,1
3,2-6-9-13-16-18-20,2-6-9-13-16-18-20,1-2-3-6-8-9-10-13-15-16-17-18-20,7,13,0.565,1
3,2-6-9-13-16-20,2-6-9-13-16-20,1-2-3-6-8-9-10-13-15-16-17-20,6,12,0.557,1
3,2-6-9-13-18-20,2-6-9-13-18-20,1-2-3-6-8-9-10-13-15-17-18-20,6,12,0.61,1
3,2-6-9-13-20,2-6-9-13-20,1-2-3-6-8-9-10-13-15-17-20,5,11,0.572,1
3,2-6-11-13-16-18-20,2-6-11-13-16-18-20,1-2-3-6-8-10-11-13-15-16-17-18-20,7,13,0.622,1
3,2-6-11-13-16-20,2-6-11-13-16-20,1-2-3-6-8-10-11-13-15-16-17-20,6,12,0.591,1
3,2-6-11-13-18-20,2-6-11-13-18-20,1-2-3-6-8-10-11-13-15-17-18-20,6,12,0.618,1
3,2-6-11-13-20,2-6-11-13-20,1-2-3-6-8-10-11-13-15-17-20,5,11,0.601,1
3,2-6-13-16-18-20,2-6-13-16-18-20,1-2-3-6-8-10-13-15-16-17-18-20,6,12,0.567,1
3,2-6-13-16-20,2-6-13-16-20,1-2-3-6-8-10-13-15-16-17-20,5,11,0.651,1
3,2-6-13-18-20,2-6-13-18-20,1-2-3-6-8-10-13-15-17-18-20,5,11,0.548,1
3,2-6-13-20,2-6-13-20,1-2-3-6-8-10-13-15-17-20,4,10,0.541,1
3,2-9,2-9,1-2-3-8-9-10-15-17,2,8,0.597,1
3,2-9-11,2-9-11,1-2-3-8-9-10-11-15-17,3,9,0.597,1
3,2-9-11-16,2-9-11-16,1-2-3-8-9-10-11-15-16-17,4,10,0.611,1
3,2-9-11-16-18,2-9-11-16-18,1-2-3-8-9-10-11-15-16-17-18,5,11,0.531,1
3,2-9-11-18,2-9-11-18,1-2-3-8-9-10-11-15-17-18,4,10,0.589,1
3,2-9-16,2-9-16,1-2-3-8-9-10-15-16-17,3,9,0.611,1
3,2-9-16-18,2-9-16-18,1-2-3-8-9-10-15-16-17-18,4,10,0.531,1
3,2-9-18,2-9-18,1-2-3-8-9-10-15-17-18,3,9,0.589,1
3,2-11,2-11,1-2-3-8-10-11-15-17,2,8,0.535,1
3,2-11-16,2-11-16,1-2-3-8-10-11-15-16-17,3,9,0.636,1
3,2-11-16-18,2-11-16-18,1-2-3-8-10-11-15-16-17-18,4,10,0.561,1
3,2-11-18,2-11-18,1-2-3-8-10-11-15-17-18,3,9,0.593,1
3,2-16,2-16,1-2-3-8-10-15-16-17,2,8,0.636,1
3,2-16-18,2-16-18,1-2-3-8-10-15-16-17-18,3,9,0.561,1
3,2-18,2-18,1-2-3-8-10-15-17-18,2,8,0.593,1
3,4,4,1-3-4-8-10-15-17,1,7,0.508,1
3,4-5-6-7-9-11-12-13-14-16-18-19-20-21,4-5-6-7-9-11-12-13-14-16-18-19-20-21,1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21,14,20,0.65,1
3,4-5-6-7-9-11-12-13-14-16-19-20-21,4-5-6-7-9-11-12-13-14-16-19-20-21,1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19-20-21,13,19,0.665,1
3,4-5-6-7-9-11-12-13-14-18-19-20-21,4-5-6-7-9-11-12-13-14-18-19-20-21,1-3-4-5-6-7-8-9-10-11-12-13-14-15-17-18-19-20-21,13,19,0.733,1
3,4-5-6-7-9-11-12-13-14-19-20-21,4-5-6-7-9-11-12-13-14-19-20-21,1-3-4-5-6-7-8-9-10-11-12-13-14-15-17-19-20-21,12,18,0.683,1
3,4-5-6-7-9-12-13-14-16-18-19-20-21,4-5-6-7-9-12-13-14-16-18-19-20-21,1-3-4-5-6-7-8-9-10-12-13-14-15-16-17-18-19-20-21,13,19,0.694,1
3,4-5-6-7-9-12-13-14-16-19-20-21,4-5-6-7-9-12-13-14-16-19-20-21,1-3-4-5-6-7-8-9-10-12-13-14-15-16-17-19-20-21,12,18,0.696,1
3,4-5-6-7-9-12-13-14-18-19-20-21,4-5-6-7-9-12-13-14-18-19-20-21,1-3-4-5-6-7-8-9-10-12-13-14-15-17-18-19-20-21,12,18,0.636,1
3,4-5-6-7-9-12-13-14-19-20-21,4-5-6-7-9-12-13-14-19-20-21,1-3-4-5-6-7-8-9-10-12-13-14-15-17-19-20-21,11,17,0.589,1
3,4-5-6-7-11-12-13-14-16-18-19-20-21,4-5-6-7-11-12-13-14-16-18-19-20-21,1-3-4-5-6-7-8-10-11-12-13-14-15-16-17-18-19-20-21,13,19,0.651,1
3,4-5-6-7-11-12-13-14-16-19-20-21,4-5-6-7-11-12-13-14-16-19-20-21,1-3-4-5-6-7-8-10-11-12-13-14-15-16-17-19-20-21,12,18,0.587,1
3,4-5-6-7-11-12-13-14-18-19-20-21,4-5-6-7-11-12-13-14-18-19-20-21,1-3-4-5-6-7-8-10-11-12-13-14-15-17-18-19-20-21,12,18,0.691,1
3,4-5-6-7-11-12-13-14-19-20-21,4-5-6-7-11-12-13-14-19-20-21,1-3-4-5-6-7-8-10-11-12-13-14-15-17-19-20-21,11,17,0.653,1
3,4-5-6-7-12-13-14-16-18-19-20-21,4-5-6-7-12-13-14-16-18-19-20-21,1-3-4-5-6-7-8-10-12-13-14-15-16-17-18-19-20-21,12,18,0.592,1
3,4-5-6-7-12-13-14-16-19-20-21,4-5-6-7-12-13-14-16-19-20-21,1-3-4-5-6-7-8-10-12-13-14-15-16-17-19-20-21,11,17,0.569,1
3,4-5-6-7-12-13-14-18-19-20-21,4-5-6-7-12-13-14-18-19-20-21,1-3-4-5-6-7-8-10-12-13-14-15-17-18-19-20-21,11,17,0.588,1
3,4-5-6-7-12-13-14-19-20-21,4-5-6-7-12-13-14-19-20-21,1-3-4-5-6-7-8-10-12-13-14-15-17-19-20-21,10,16,0.527,1
3,4-5-7-9-11-12-14-16-18-19-21,4-5-7-9-11-12-14-16-18-19-21,1-3-4-5-7-8-9-10-11-12-14-15-16-17-18-19-21,11,17,0.566,1
3,4-5-7-9-11-12-14-16-19-21,4-5-7-9-11-12-14-16-19-21,1-3-4-5-7-8-9-10-11-12-14-15-16-17-19-21,10,16,0.558,1
3,4-5-7-9-11-12-14-18-19-21,4-5-7-9-11-12-14-18-19-21,1-3-4-5-7-8-9-10-11-12-14-15-17-18-19-21,10,16,0.664,1
3,4-5-7-9-11-12-14-19-21,4-5-7-9-11-12-14-19-21,1-3-4-5-7-8-9-10-11-12-14-15-17-19-21,9,15,0.556,1
3,4-5-7-9-12-14-16-18-19-21,4-5-7-9-12-14-16-18-19-21,1-3-4-5-7-8-9-10-12-14-15-16-17-18-19-21,10,16,0.58,1
3,4-5-7-9-12-14-16-19-21,4-5-7-9-12-14-16-19-21,1-3-4-5-7-8-9-10-12-14-15-16-17-19-21,9,15,0.593,1
3,4-5-7-9-12-14-18-19-21,4-5-7-9-12-14-18-19-21,1-3-4-5-7-8-9-10-12-14-15-17-18-19-21,9,15,0.685,1
3,4-5-7-9-12-14-19-21,4-5-7-9-12-14-19-21,1-3-4-5-7-8-9-10-12-14-15-17-19-21,8,14,0.508,1
3,4-5-7-11-12-14-16-18-19-21,4-5-7-11-12-14-16-18-19-21,1-3-4-5-7-8-10-11-12-14-15-16-17-18-19-21,10,16,0.566,1
3,4-5-7-11-12-14-16-19-21,4-5-7-11-12-14-16-19-21,1-3-4-5-7-8-10-11-12-14-15-16-17-19-21,9,15,0.558,1
3,4-5-7-11-12-14-18-19-21,4-5-7-11-12-14-18-19-21,1-3-4-5-7-8-10-11-12-14-15-17-18-19-21,9,15,0.664,1
3,4-5-7-11-12-14-19-21,4-5-7-11-12-14-19-21,1-3-4-5-7-8-10-11-12-14-15-17-19-21,8,14,0.556,1
3,4-5-7-12-14-16-18-19-21,4-5-7-12-14-16-18-19-21,1-3-4-5-7-8-10-12-14-15-16-17-18-19-21,9,15,0.58,1
3,4-5-7-12-14-16-19-21,4-5-7-12-14-16-19-21,1-3-4-5-7-8-10-12-14-15-16-17-19-21,8,14,0.593,1
3,4-5-7-12-14-18-19-21,4-5-7-12-14-18-19-21,1-3-4-5-7-8-10-12-14-15-17-18-19-21,8,14,0.685,1
3,4-5-7-12-14-19-21,4-5-7-12-14-19-21,1-3-4-5-7-8-10-12-14-15-17-19-21,7,13,0.508,1
3,4-6-9-11-13-16-18-20,4-6-9-11-13-16-18-20,1-3-4-6-8-9-10-11-13-15-16-17-18-20,8,14,0.602,1
3,4-6-9-11-13-16-20,4-6-9-11-13-16-20,1-3-4-6-8-9-10-11-13-15-16-17-20,7,13,0.649,1
3,4-6-9-11-13-18-20,4-6-9-11-13-18-20,1-3-4-6-8-9-10-11-13-15-17-18-20,7,13,0.603,1
3,4-6-9-11-13-20,4-6-9-11-13-20,1-3-4-6-8-9-10-11-13-15-17-20,6,12,0.609,1
3,4-6-9-13-16-18-20,4-6-9-13-16-18-20,1-3-4-6-8-9-10-13-15-16-17-18-20,7,13,0.582,1
3,4-6-9-13-16-20,4-6-9-13-16-20,1-3-4-6-8-9-10-13-15-16-17-20,6,12,0.605,1
3,4-6-9-13-18-20,4-6-9-13-18-20,1-3-4-6-8-9-10-13-15-17-18-20,6,12,0.574,1
3,4-6-9-13-20,4-6-9-13-20,1-3-4-6-8-9-10-13-15-17-20,5,11,0.589,1
3,4-6-11-13-16-18-20,4-6-11-13-16-18-20,1-3-4-6-8-10-11-13-15-16-17-18-20,7,13,0.602,1
3,4-6-11-13-16-20,4-6-11-13-16-20,1-3-4-6-8-10-11-13-15-16-17-20,6,12,0.649,1
3,4-6-11-13-18-20,4-6-11-13-18-20,1-3-4-6-8-10-11-13-15-17-18-20,6,12,0.603,1
3,4-6-11-13-20,4-6-11-13-20,1-3-4-6-8-10-11-13-15-17-20,5,11,0.609,1
3,4-6-13-16-18-20,4-6-13-16-18-20,1-3-4-6-8-10-13-15-16-17-18-20,6,12,0.582,1
3,4-6-13-16-20,4-6-13-16-20,1-3-4-6-8-10-13-15-16-17-20,5,11,0.605,1
3,4-6-13-18-20,4-6-13-18-20,1-3-4-6-8-10-13-15-17-18-20,5,11,0.574,1
3,4-6-13-20,4-6-13-20,1-3-4-6-8-10-13-15-17-20,4,10,0.589,1
3,4-9,4-9,1-3-4-8-9-10-15-17,2,8,0.508,1
3,4-9-11,4-9-11,1-3-4-8-9-10-11-15-17,3,9,0.556,1
3,4-9-11-16,4-9-11-16,1-3-4-8-9-10-11-15-16-17,4,10,0.558,1
3,4-9-11-16-18,4-9-11-16-18,1-3-4-8-9-10-11-15-16-17-18,5,11,0.566,1
3,4-9-11-18,4-9-11-18,1-3-4-8-9-10-11-15-17-18,4,10,0.664,1
3,4-9-16,4-9-16,1-3-4-8-9-10-15-16-17,3,9,0.593,1
3,4-9-16-18,4-9-16-18,1-3-4-8-9-10-15-16-17-18,4,10,0.58,1
3,4-9-18,4-9-18,1-3-4-8-9-10-15-17-18,3,9,0.685,1
3,4-11,4-11,1-3-4-8-10-11-15-17,2,8,0.556,1
3,4-11-16,4-11-16,1-3-4-8-10-11-15-16-17,3,9,0.558,1
3,4-11-16-18,4-11-16-18,1-3-4-8-10-11-15-16-17-18,4,10,0.566,1
3,4-11-18,4-11-18,1-3-4-8-10-11-15-17-18,3,9,0.664,1
3,4-16,4-16,1-3-4-8-10-15-16-17,2,8,0.593,1
3,4-16-18,4-16-18,1-3-4-8-10-15-16-17-18,3,9,0.58,1
3,4-18,4-18,1-3-4-8-10-15-17-18,2,8,0.685,1
3,5,5,1-3-5-8-10-15-17,1,7,0.5,1
3,5-6-7-9-11-12-13-14-16-18-19-20-21,5-6-7-9-11-12-13-14-16-18-19-20-21,1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21,13,19,0.631,1
3,5-6-7-9-11-12-13-14-16-19-20-21,5-6-7-9-11-12-13-14-16-19-20-21,1-3-5-6-7-8-9-10-11-12-13-14-15-16-17-19-20-21,12,18,0.685,1
3,5-6-7-9-11-12-13-14-18-19-20-21,5-6-7-9-11-12-13-14-18-19-20-21,1-3-5-6-7-8-9-10-11-12-13-14-15-17-18-19-20-21,12,18,0.595,1
3,5-6-7-9-11-12-13-14-19-20-21,5-6-7-9-11-12-13-14-19-20-21,1-3-5-6-7-8-9-10-11-12-13-14-15-17-19-20-21,11,17,0.682,1
3,5-6-7-9-12-13-14-16-18-19-20-21,5-6-7-9-12-13-14-16-18-19-20-21,1-3-5-6-7-8-9-10-12-13-14-15-16-17-18-19-20-21,12,18,0.613,1
3,5-6-7-9-12-13-14-16-19-20-21,5-6-7-9-12-13-14-16-19-20-21,1-3-5-6-7-8-9-10-12-13-14-15-16-17-19-20-21,11,17,0.55,1
3,5-6-7-9-12-13-14-18-19-20-21,5-6-7-9-12-13-14-18-19-20-21,1-3-5-6-7-8-9-10-12-13-14-15-17-18-19-20-21,11,17,0.497,1
3,5-6-7-9-12-13-14-19-20-21,5-6-7-9-12-13-14-19-20-21,1-3-5-6-7-8-9-10-12-13-14-15-17-19-20-21,10,16,0.499,1
3,5-6-7-11-12-13-14-16-18-19-20-21,5-6-7-11-12-13-14-16-18-19-20-21,1-3-5-6-7-8-10-11-12-13-14-15-16-17-18-19-20-21,12,18,0.646,1
3,5-6-7-11-12-13-14-16-19-20-21,5-6-7-11-12-13-14-16-19-20-21,1-3-5-6-7-8-10-11-12-13-14-15-16-17-19-20-21,11,17,0.641,1
3,5-6-7-11-12-13-14-18-19-20-21,5-6-7-11-12-13-14-18-19-20-21,1-3-5-6-7-8-10-11-12-13-14-15-17-18-19-20-21,11,17,0.592,1
3,5-6-7-11-12-13-14-19-20-21,5-6-7-11-12-13-14-19-20-21,1-3-5-6-7-8-10-11-12-13-14-15-17-19-20-21,10,16,0.538,1
3,5-6-7-12-13-14-16-18-19-20-21,5-6-7-12-13-14-16-18-19-20-21,1-3-5-6-7-8-10-12-13-14-15-16-17-18-19-20-21,11,17,0.605,1
3,5-6-7-12-13-14-16-19-20-21,5-6-7-12-13-14-16-19-20-21,1-3-5-6-7-8-10-12-13-14-15-16-17-19-20-21,10,16,0.55,1
3,5-6-7-12-13-14-18-19-20-21,5-6-7-12-13-14-18-19-20-21,1-3-5-6-7-8-10-12-13-14-15-17-18-19-20-21,10,16,0.548,1
3,5-6-7-12-13-14-19-20,5-6-7-12-13-14-19-20,1-3-5-6-7-8-10-12-13-14-15-17-19-20,8,14,0.508,1
3,5-6-7-12-13-14-19-20-21,5-6-7-12-13-14-19-20-21,1-3-5-6-7-8-10-12-13-14-15-17-19-20-21,9,15,0.508,1
3,5-6-7-12-13-14-19-21,5-6-7-12-13-14-19-21,1-3-5-6-7-8-10-12-13-14-15-17-19-21,8,14,0.559,1
3,5-6-7-12-13-14-20,5-6-7-12-13-14-20,1-3-5-6-7-8-10-12-13-14-15-17-20,7,13,0.578,1
3,5-6-7-12-13-14-20-21,5-6-7-12-13-14-20-21,1-3-5-6-7-8-10-12-13-14-15-17-20-21,8,14,0.578,1
3,5-6-7-12-13-19-20,5-6-7-12-13-19-20,1-3-5-6-7-8-10-12-13-15-17-19-20,7,13,0.578,1
3,5-6-7-12-13-19-20-21,5-6-7-12-13-19-20-21,1-3-5-6-7-8-10-12-13-15-17-19-20-21,8,14,0.578,1
3,5-6-7-12-13-20,5-6-7-12-13-20,1-3-5-6-7-8-10-12-13-15-17-20,6,12,0.578,1
3,5-6-7-12-13-20-21,5-6-7-12-13-20-21,1-3-5-6-7-8-10-12-13-15-17-20-21,7,13,0.578,1
3,5-6-7-12-14-19-20-21,5-6-7-12-14-19-20-21,1-3-5-6-7-8-10-12-14-15-17-19-20-21,8,14,0.508,1
3,5-6-7-12-14-19-21,5-6-7-12-14-19-21,1-3-5-6-7-8-10-12-14-15-17-19-21,7,13,0.559,1
3,5-6-7-13-14-19-20,5-6-7-13-14-19-20,1-3-5-6-7-8-10-13-14-15-17-19-20,7,13,0.585,1
